Timestamp	Species---SequenceName	Type of dormancy	Life stage	Organ/tissue/cell type that is/are used for analysis	Expression level 	Level of fold change (if applicable)	Methodology used for the expression analysis.	DOI	URL	SPECIAL NOTES (p.e. larvae were exposed to low/high temperatures during diapause; expression in comparison to winter or summer diapause etc.)	Who typed in the data	Gender	Who typed in the data
2/16/2016 11:40:06	Delia antiqua---Matrix metalloproteinase-14	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:18:03	Delia antiqua---Microsomal glutathione S-transferase-like	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:14:27	Delia antiqua---Midophosphoribosyltransferase	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:11:33	Delia antiqua---Mitochondrial ATP-dependent protease	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:48:12	Delia antiqua---Mitochondrial Ribosomal protein L17	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:48:36	Delia antiqua---Mitochondrial ribosomal protein S2	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:16:44	Delia antiqua---Molecular chaperone prefolding subunit	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:41:22	Delia antiqua---Molting defective, isoform	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:21:41	Delia antiqua---mRNA for delta9-acyl-CoA desaturase	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
1/29/2016 14:05:19	Delia antiqua---mRNA for Hsp90 protein	diapause	pupae	whole body	up		QRT-PCR	doi: 10.1111/j.1365-2583.2005.00602.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2583.2005.00602.x/full	Expression in winter diapause pupae	Miloš		
1/29/2016 14:05:49	Delia antiqua---mRNA for Hsp90 protein	diapause	pupae	whole body	up		QRT-PCR	doi: 10.1111/j.1365-2583.2005.00602.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2583.2005.00602.x/full	Expression in summer diapause pupae	Miloš		
2/14/2016 12:17:22	Delia antiqua---Multifunction chaperon/14-3-3zeta	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:46:15	Delia antiqua---Myosin-9	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:17:43	Delia antiqua---Nucleolar complex protein 2-like protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:39:04	Delia antiqua---Nucleolar protein 6	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:18:55	Delia antiqua---Nucleosome assembly protein 1	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:29:11	Delia antiqua---Odorant-binding protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:41:59	Delia antiqua---Pebble, isoform D	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:33:35	Delia antiqua---Peptidyl-prolyl cis-trans isomerase B	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:31:57	Delia antiqua---Phosphatidylinositol 3-kinase catalytic subunit	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:24:34	Delia antiqua---Phosphatidylinositol transfer protein SEC14	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:32:16	Delia antiqua---Probable G-protein coupled receptor 158	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:10:47	Delia antiqua---Putative virus-induced protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:49:16	Delia antiqua---Retroviral protease	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:17:06	Delia antiqua---Reverse transcriptase	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:30:03	Delia antiqua---Rho-GTPase activating protein p190	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:47:05	Delia antiqua---Ribosomal protein L8	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:45:58	Delia antiqua---Ribosomal protein S17	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:47:29	Delia antiqua---Ribosomal protein S7	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:46:15	Delia antiqua---Ribosomal S6 kinase (S6kII)	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:28:34	Delia antiqua---RNA binding motif protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:29:51	Delia antiqua---Sarcoplasmic calcium-binding protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:49:52	Delia antiqua---Seminal fluid protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:27:31	Delia antiqua---Serine protease inhibitor	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:27:49	Delia antiqua---Serine protease inhibitor	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:15:37	Delia antiqua---Serine protease inhibitor 1	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:30:27	Delia antiqua---Serine/Threonine protein kinases	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:47:49	Delia antiqua---Small subunit ribosomal protein S17e	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:41:04	Delia antiqua---Sphingosine kinase	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:29:34	Delia antiqua---Storage protein-binding protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:15:03	Delia antiqua---Sulfatase modifying factor 1	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:17:25	Delia antiqua---Topoisomerase	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:31:15	Delia antiqua---Translation elongation factors-1A	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:16:48	Delia antiqua---Translocation protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:23:14	Delia antiqua---Trehalose-6-phosphate synthase 1	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/16/2016 11:45:04	Delia antiqua---Tropomyosin 1	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:15:52	Delia antiqua---Trypsin	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:44:35	Delia antiqua---Tubulin beta chain	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/16/2016 11:41:54	Delia antiqua---Tubulin-FtsZ superfamily	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in summer diapause pupae	Miloš		
2/14/2016 12:22:52	Delia antiqua---UDP-glucose-glycoprotein glucosyltransferase	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:40:19	Delia antiqua---Vitellogenin	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:38:35	Delia antiqua---WW domain binding protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:37:14	Delia antiqua---Zinc finger protein	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:36:57	Delia antiqua---Zinc finger protein 142	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
2/14/2016 12:36:14	Delia antiqua---Zinc-finger double-stranded RNA-binding	diapause	pupae	whole body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2012.08.010	http://www.sciencedirect.com/science/article/pii/S0022191012002119	Expression in winter diapause pupae	Miloš		
3/6/2016 21:49:57	Drosophila montana---regucalcin	diapause	adult/imago	whole body	up	2	QRT-PCR	10.1016/j.jinsphys.2012.02.004	http://www.sciencedirect.com/science/article/pii/S0022191012000376		Nevena	female	
3/6/2016 23:14:56	Drosophila triauraria---Drsl-A mRNA for drosomycin-like A	diapause	adult/imago	whole body	up		N Blot	doi:10.1016/S0378-1119(01)00713-2	http://www.sciencedirect.com/science/article/pii/S0378111901007132		Nevena	male	
3/6/2016 23:17:47	Drosophila triauraria---Drsl-A mRNA for drosomycin-like A	diapause	adult/imago	whole body	up		N Blot	doi:10.1016/S0378-1119(01)00713-2	http://www.sciencedirect.com/science/article/pii/S0378111901007132		Nevena	male	
3/6/2016 23:19:32	Drosophila triauraria---Drsl-A mRNA for drosomycin-like A	diapause	adult/imago	whole body	up		N Blot	doi:10.1016/S0378-1119(01)00713-2	http://www.sciencedirect.com/science/article/pii/S0378111901007132		Nevena	male	
3/6/2016 23:20:28	Drosophila triauraria---Drsl-B mRNA for drosomycin-like B	diapause	adult/imago	whole body	up		N Blot	doi:10.1016/S0378-1119(01)00713-2	http://www.sciencedirect.com/science/article/pii/S0378111901007132		Nevena	male	
3/6/2016 22:36:25	Drosophila triauraria---Hsp70 mRNA for heat shock protein 70	diapause	adult/imago	whole body	stable		N Blot	doi:10.1016/S0022-1910(97)00143-1	http://www.sciencedirect.com/science/article/pii/S0022191097001431		Nevena	male	
3/6/2016 22:49:33	Drosophila triauraria---Hsp83 mRNA for heat shock protein 83	diapause	adult/imago	whole body	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.gene.2003.10.017	http://www.sciencedirect.com/science/article/pii/S0378111903010424		Nevena	male	
8/22/2015 1:16:21	Epiblema scudderiana---12S rRNA	diapause	larva	whole body	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.ibmb.2007.12.003	http://www.ncbi.nlm.nih.gov/pubmed/18252250	expression in comparison to non-diapausing larvae	Dunja		
8/22/2015 1:25:22	Epiblema scudderiana---12S rRNA	diapause	larva	whole body	down		Semi-quantitative (RT) PCR	doi: 10.1016/j.ibmb.2007.12.003	http://www.ncbi.nlm.nih.gov/pubmed/18252250	compared between larvae which were and were not exposed to hypoxia	Dunja		
8/22/2015 1:17:31	Epiblema scudderiana---isolate ELSSg8 cytochrome oxidase subunit I (COI) gene	diapause	larva	whole body	stable		Semi-quantitative (RT) PCR	doi: 10.1016/j.ibmb.2007.12.003	http://www.ncbi.nlm.nih.gov/pubmed/18252250	expression in comparison to non-diapausing larvae	Dunja		
8/22/2015 1:25:13	Epiblema scudderiana---isolate ELSSg8 cytochrome oxidase subunit I (COI) gene	diapause	larva	whole body	down		Semi-quantitative (RT) PCR	doi: 10.1016/j.ibmb.2007.12.003	http://www.ncbi.nlm.nih.gov/pubmed/18252250	compared between larvae which were and were not exposed to hypoxia	Dunja		
8/22/2015 1:27:13	Eurosta solidaginis---12S rRNA	diapause	larva	whole body	down		Semi-quantitative (RT) PCR	doi: 10.1016/j.ibmb.2007.12.003	http://www.ncbi.nlm.nih.gov/pubmed/18252250	compared between larvae which were and were not exposed to hypoxia	Dunja		
8/22/2015 1:27:11	Eurosta solidaginis---isolate W2_1_alt cytochrome oxidase subunit I (COI) gene	diapause	larva	whole body	down		Semi-quantitative (RT) PCR	doi: 10.1016/j.ibmb.2007.12.003	http://www.ncbi.nlm.nih.gov/pubmed/18252250	compared between larvae which were and were not exposed to hypoxia	Dunja		
6/12/2015 0:16:04	Eurygaster maura---lipid storage droplet binding protein 1 (LSD1) mRNA	estivation	adult/imago	whole body	down		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	female	
6/12/2015 0:16:06	Eurygaster maura---lipid storage droplet binding protein 1 (LSD1) mRNA	diapause	adult/imago	whole body	down		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	female	
6/12/2015 0:16:12	Eurygaster maura---lipid storage droplet binding protein 1 (LSD1) mRNA	estivation	adult/imago	whole body	up		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	male	
6/12/2015 0:16:15	Eurygaster maura---lipid storage droplet binding protein 1 (LSD1) mRNA	diapause	adult/imago	whole body	down		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	male	
6/12/2015 0:16:07	Eurygaster maura---lipid storage droplet binding protein 2 (LSD2) mRNA	estivation	adult/imago	whole body	down		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	female	
6/12/2015 0:16:09	Eurygaster maura---lipid storage droplet binding protein 2 (LSD2) mRNA	diapause	adult/imago	whole body	down		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	female	
6/12/2015 0:16:17	Eurygaster maura---lipid storage droplet binding protein 2 (LSD2) mRNA	estivation	adult/imago	whole body	up		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	male	
6/12/2015 0:16:20	Eurygaster maura---lipid storage droplet binding protein 2 (LSD2) mRNA	diapause	adult/imago	whole body	down		QRT-PCR	doi:10.1016/j.cbpb.2014.02.001	http://www.sciencedirect.com/science/article/pii/S1096495914000190		Miloš	male	
2/18/2016 11:32:31	Galleria mellonella---arylphorin gene (larval hemolymph protein 76)	diapause	larva	fat body	detected		N Blot	doi:10.1016/S0022-1910(01)00050-6	http://www.sciencedirect.com/science/article/pii/S0022191001000506		Miloš		
2/18/2016 11:32:57	Galleria mellonella---hexamerin (Lhp82) mRNA	diapause	larva	fat body	detected		N Blot	doi:10.1016/S0022-1910(01)00050-6	http://www.sciencedirect.com/science/article/pii/S0022191001000506		Miloš		
4/2/2015 23:10:54	Gastrophysa atrocyanea---active phase-associated protein I	diapause	adult/imago	whole body	down		W Blot	10.1016/j.bbrc.2006.04.126	http://www.sciencedirect.com/science/article/pii/S0006291X06009594		Miloš	female	
4/2/2015 23:10:59	Gastrophysa atrocyanea---apap1 mRNA for active phase-associated protein I	diapause	adult/imago	whole body	down		N Blot	10.1016/j.bbrc.2006.04.126	http://www.sciencedirect.com/science/article/pii/S0006291X06009594		Miloš	female	
4/2/2015 23:20:35	Gastrophysa atrocyanea---diapausin	diapause	adult/imago	whole body	up		W Blot	10.1016/j.jinsphys.2005.03.018	http://www.sciencedirect.com/science/article/pii/S0022191005000818		Miloš		
4/2/2015 23:20:27	Gastrophysa atrocyanea---mRNA for Diapausin	diapause	adult/imago	whole body	up		N Blot	10.1016/j.jinsphys.2005.03.018	http://www.sciencedirect.com/science/article/pii/S0022191005000818		Miloš		
2/22/2016 12:08:43	Habrobracon hebetor---heat shock protein 70I(B4) mRNA	diapause	adult/imago	whole body	up		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 27.5°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:10:29	Habrobracon hebetor---heat shock protein 70I(B4) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 20.0°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:11:15	Habrobracon hebetor---heat shock protein 70I(B4) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 17.5°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:40:16	Habrobracon hebetor---heat shock protein 70II(B6) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 27.5°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:40:34	Habrobracon hebetor---heat shock protein 70II(B6) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 20.0°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:41:04	Habrobracon hebetor---heat shock protein 70II(B6) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 17.5°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:41:35	Habrobracon hebetor---heat shock protein 70III(A6) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 27.5°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:41:48	Habrobracon hebetor---heat shock protein 70III(A6) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 20.0°C under a short photoperiod (10L:14D)	Miloš		
2/22/2016 12:44:11	Habrobracon hebetor---heat shock protein 70III(A6) mRNA	diapause	adult/imago	whole body	stable		QRT-PCR	DOI: 10.1111/1744-7917.12032	http://onlinelibrary.wiley.com/doi/10.1111/1744-7917.12032/full	Insects were reared at 17.5°C under a short photoperiod (10L:14D)	Miloš		
1/13/2016 17:04:46	Helicoverpa armigera---cytochrome oxidase subunit I	diapause	pupae	brain-suboesophageal ganglion complex	down		W Blot	doi:10.1016/j.jinsphys.2010.08.023	http://www.sciencedirect.com/science/article/pii/S0022191010002684		Miloš		
1/13/2016 17:05:57	Helicoverpa armigera---cytochrome oxidase subunit I	diapause	pupae	brain-suboesophageal ganglion complex	up		W Blot	doi:10.1016/j.jinsphys.2010.08.023	http://www.sciencedirect.com/science/article/pii/S0022191010002684	Expression level change at diapause termination induced by injecting the pupae with 20-hydroxyecdysone.	Miloš		
1/13/2016 17:00:08	Helicoverpa armigera---cytochrome oxidase subunit I (COI) mRNA	diapause	pupae	brain-suboesophageal ganglion complex	down		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2010.08.023	http://www.sciencedirect.com/science/article/pii/S0022191010002684		Miloš		
1/13/2016 17:02:38	Helicoverpa armigera---cytochrome oxidase subunit I (COI) mRNA	diapause	pupae	brain-suboesophageal ganglion complex	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2010.08.023	http://www.sciencedirect.com/science/article/pii/S0022191010002684	Expression level change at diapause termination induced by injecting the pupae with 20-hydroxyecdysone.	Miloš		
12/23/2015 17:09:47	Helicoverpa armigera---diapause hormone-pheromone biosynthesis-activating neuropeptide (DH-PBAN) mRNA	diapause	pupae	suboesophageal ganglion	down		N Blot	doi:10.1016/j.jinsphys.2003.09.006	http://www.sciencedirect.com/science/article/pii/S0022191003002221		Miloš		
12/29/2015 20:20:27	Helicoverpa armigera---diapause hormone-pheromone biosynthesis-activating neuropeptide (DH-PBAN) mRNA	diapause	pupae	suboesophageal ganglion	down		Whole-mount in situ hybridization	doi:10.1016/j.ygcen.2004.11.015	http://www.sciencedirect.com/science/article/pii/S0016648004003454		Miloš		
1/7/2016 23:59:12	Helicoverpa armigera---diapause hormone-pheromone biosynthesis-activating neuropeptide (DH-PBAN) mRNA	diapause	larva	suboesophageal ganglion	up		Whole-mount in situ hybridization	doi:10.1016/j.ygcen.2004.11.015	http://www.sciencedirect.com/science/article/pii/S0016648004003454	Diapause initiates during the 5th-6th larval instar period.	Miloš		
1/7/2016 15:43:21	Helicoverpa armigera---diazepam-binding inhibitor (dbi) mRNA	diapause	larva	brain	down		S Blot	doi:10.1016/j.cca.2005.05.011	http://www.sciencedirect.com/science/article/pii/S1532045605001250	Diapause initiates during the 5th-6th larval instar period.	Miloš		
1/7/2016 15:44:48	Helicoverpa armigera---diazepam-binding inhibitor (dbi) mRNA	diapause	pupae	brain	down		S Blot	doi:10.1016/j.cca.2005.05.011	http://www.sciencedirect.com/science/article/pii/S1532045605001250		Miloš		
1/7/2016 15:45:20	Helicoverpa armigera---diazepam-binding inhibitor (dbi) mRNA	diapause	larva	midgut	variable		S Blot	doi:10.1016/j.cca.2005.05.011	http://www.sciencedirect.com/science/article/pii/S1532045605001250	Diapause initiates during the 5th-6th larval instar period.	Miloš		
